t,x1,y1,x2,y2,x3,y3
0.7863264020100502,-0.7345889179989465,0.0318848404500794,0.5208766774344411,-0.0558103934583690,0.2158113684028982,0.0237583275747967
0.8134411055276382,-0.7371202058480137,0.0090623794728969,0.5280615754823974,-0.0208093604760097,0.2085295134085800,0.0075061607724432
0.8405558090452261,-0.7357979286013788,-0.0101903457024155,0.5249311683956401,0.0175230952729156,0.2062314328235878,-0.0085644285478374
0.8676705125628140,-0.7355926940355739,-0.0318011912358741,0.5227934054360427,0.0572079649469116,0.2143325947652996,-0.0190518450174624
0.8947852160804020,-0.7327775911868334,-0.0566590400763773,0.5127228637399497,0.0971763316324256,0.2208230628801989,-0.0364734004586375
0.9218999195979899,-0.7294212983420474,-0.0808492415021099,0.4994708332879831,0.1271085749360744,0.2311496187618814,-0.0457863051994118
0.9490146231155778,-0.7292039186076492,-0.1040412286340498,0.4811246224655777,0.1619865553267062,0.2461527193021459,-0.0582795196680795
0.9761293266331658,-0.7216749503880103,-0.1244053052775036,0.4618763652897426,0.1935755311990378,0.2617224702321526,-0.0671426577143809
1.0032440301507537,-0.7171477848300538,-0.1473509383887315,0.4419735694957957,0.2197198354223712,0.2802778178607577,-0.0670460347907489
1.0303587336683415,-0.7143401353103149,-0.1702795083703364,0.4121119646505990,0.2432537220441960,0.2988296588796558,-0.0685836235936268
1.0574734371859296,-0.7095178526160361,-0.1935063967177841,0.3848707536813762,0.2589937154786996,0.3218076122654335,-0.0633990770532508
1.0845881407035176,-0.7027530792771731,-0.2158870709689832,0.3603019138953652,0.2744808709635048,0.3425685752390482,-0.0579119261277026
1.1117028442211054,-0.6919779922390443,-0.2404028363058439,0.3282348381182762,0.2836295118800347,0.3650033024265276,-0.0466917976730426
1.1388175477386935,-0.6861081678423354,-0.2602271393613985,0.2993663470019191,0.2939013265502629,0.3845208413786665,-0.0307049843752732
1.1659322512562813,-0.6782254078396707,-0.2816112224974229,0.2721691407531821,0.2937991866683241,0.4064368587316076,-0.0120187258421983
1.1930469547738694,-0.6656976894084387,-0.3009420951124642,0.2469129439986880,0.2958367407936150,0.4217938491868960,0.0095793247908825
1.2201616582914572,-0.6610569444699029,-0.3230935276055736,0.2187480090824431,0.2894586765809388,0.4366091601847317,0.0349216420932294
1.2472763618090452,-0.6452869077707402,-0.3436802933930610,0.2011415197840524,0.2845572278586772,0.4508027043913691,0.0668878170802928
1.2743910653266330,-0.6338802686504672,-0.3652102227267904,0.1799463571690587,0.2710199291053139,0.4577995332823086,0.0932845202733758
1.3015057688442211,-0.6224717659752347,-0.3840823067214474,0.1627683190758270,0.2600107661456533,0.4642847441834945,0.1245567749023893
1.3286204723618089,-0.6145584903818611,-0.4056284153455034,0.1466142088905912,0.2441494712181299,0.4641712933029827,0.1601449965234873
