t,x1,y1,x2,y2,x3,y3
0.0000000000000000,-0.4184874441597846,0.6036833408005005,0.2324724687764137,-0.1415533645707628,0.1897412856607816,-0.4599385023034515
0.0271147035175879,-0.4395365386049030,0.5888865027518808,0.2134462280371905,-0.1322520049543707,0.2232787147484766,-0.4553702748695431
0.0542294070351759,-0.4560104003063095,0.5764627355896559,0.2031869895463122,-0.1269174944714269,0.2558074681980207,-0.4467998592352638
0.0813441105527638,-0.4756070779337067,0.5570294493633903,0.1846313538609859,-0.1301047370193228,0.2947736114869483,-0.4308130550414727
0.1084588140703518,-0.4915432356131104,0.5457695931049166,0.1714238291600080,-0.1357860115829471,0.3225147944907084,-0.4128931494099184
0.1355735175879397,-0.5107775468798542,0.5291557404877359,0.1560186007717001,-0.1440534502948532,0.3526166924238823,-0.3874758314017117
0.1626882211055276,-0.5257389486431082,0.5161227007481355,0.1461173279551759,-0.1484006475133826,0.3822928711154199,-0.3656937913493957
0.1898029246231156,-0.5421652813329556,0.4950273745765428,0.1332806522576427,-0.1627432489102582,0.4045441509180930,-0.3312186091607131
0.2169176281407035,-0.5585979969478928,0.4796798114062652,0.1288981177585610,-0.1811508452253642,0.4295675520427115,-0.3010348057820804
0.2440323316582914,-0.5685032075528182,0.4613672608233629,0.1282531447256403,-0.1958040147619202,0.4400014194715857,-0.2657792590457965
0.2711470351758794,-0.5855387684270134,0.4463336109512329,0.1324571141735003,-0.2129923885374992,0.4570648366637121,-0.2303333363827228
0.2982617386934673,-0.6018188216921162,0.4248708329778157,0.1392223033174102,-0.2272103819488748,0.4604888379930433,-0.1944447815527472
0.3253764422110553,-0.6120697258158448,0.4054913546251215,0.1458679390291409,-0.2465207628947326,0.4658828435718759,-0.1568068215691001
0.3524911457286432,-0.6246153127212919,0.3879472846833056,0.1613474558010572,-0.2562063807837351,0.4602918757576195,-0.1237209782802490
0.3796058492462311,-0.6387675177100488,0.3640208049658341,0.1761114977430510,-0.2708699535504816,0.4605691709567065,-0.0949703441827429
0.4067205527638191,-0.6467037258345046,0.3462624634039547,0.1982332102155888,-0.2821382012790848,0.4508776380776477,-0.0631417631921210
0.4338352562814070,-0.6577806506597507,0.3244785276349328,0.2203747511891238,-0.2905876749165224,0.4403725476034832,-0.0305056683596350
0.4609499597989949,-0.6684209634703867,0.3013437364485285,0.2464571674226398,-0.2930658598035389,0.4206122535575792,-0.0092026002808687
0.4880646633165829,-0.6774526592706054,0.2845131281779699,0.2701233068966826,-0.2934532654171795,0.4040285071754040,0.0140764719115577
0.5151793668341708,-0.6895057333052047,0.2579745818067599,0.3005034695806508,-0.2934481961134941,0.3853386297902162,0.0335296317751859
0.5422940703517588,-0.6954305486097014,0.2375383791976471,0.3298588243603526,-0.2871968911515012,0.3661337067354242,0.0476725551352429
0.5694087738693467,-0.7005531221213314,0.2183029395696700,0.3551663057642291,-0.2766282736724590,0.3416037928718908,0.0563947012709453
0.5965234773869347,-0.7053617837259184,0.1955930693389786,0.3853495001172494,-0.2578158033036027,0.3219940428225815,0.0638057442635314
0.6236381809045226,-0.7146526333349159,0.1689397751909382,0.4153220217855617,-0.2402393626324162,0.2974540051915824,0.0637994322781678
0.6507528844221105,-0.7183298086829929,0.1515814139743623,0.4384755968066574,-0.2162104933513010,0.2796321993016663,0.0686134138832097
0.6778675879396985,-0.7233926615124731,0.1237094089260298,0.4649744227363489,-0.1909072874095998,0.2649967396550720,0.0653097257064307
0.7049822914572864,-0.7293681433798519,0.1034481581502866,0.4774534320134629,-0.1601957460741728,0.2456940880087305,0.0601348741529529
0.7320969949748743,-0.7288669247286387,0.0793453712375340,0.4966816963849296,-0.1338257402463359,0.2312065542971274,0.0479366059932751
0.7592116984924623,-0.7343115368190769,0.0572216328987773,0.5115385695426312,-0.0927638757743586,0.2198886659430269,0.0351601015734842
